Testo 350 Gas Analyzer
Date Time,NO (ppm),O2 (%),CO2i (%),CO (ppm),NO2 (ppm),SO2 (ppm),Tf (C),Ta (C),Pump (L\min),Batt (V),dP (inW),Pabs (hPa),CO2 (%),MCO2 (Kg/h),Pabs (hPa)
4/12/2015 14:33:27,8.0,20.94,0.66,0.2,1.0,0,30.8,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:29,8.0,20.94,0.07,0.9,1.0,0,30.3,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:30,5.2,20.94,0.07,0.9,0.8,0,30.0,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:31,5.2,20.94,0.07,0.9,1.0,0,30.0,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:32,4.2,20.94,0.07,2.5,1.0,0,29.8,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:33,4.2,20.94,0.08,2.5,1.0,0,29.8,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:35,3.9,20.94,0.08,4.9,0.8,0,29.5,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:37,3.7,20.94,0.06,7.8,0.8,0,29.4,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:38,3.7,20.94,0.06,7.8,0.8,0,29.4,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:39,3.7,20.94,0.06,10.5,0.8,0,29.3,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:41,3.7,20.94,0.06,10.5,0.8,0,29.3,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:42,4.0,20.94,0.06,13.7,0.8,0,29.3,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:43,4.0,20.94,0.06,13.7,0.6,0,29.2,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:44,4.0,20.94,0.06,16.8,0.6,0,29.2,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:45,4.4,20.94,0.06,16.8,0.6,0,29.2,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:47,4.4,20.94,0.08,16.8,0.6,0,29.2,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:48,4.7,20.94,0.08,19.4,0.6,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:49,4.7,20.94,0.08,19.4,0.6,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:50,5.2,20.94,0.08,22.0,0.8,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:51,5.2,20.94,0.08,22.0,0.8,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:53,5.6,20.94,0.08,24.3,0.8,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:54,5.6,20.94,0.08,24.3,0.8,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:55,5.7,20.94,0.10,26.6,0.6,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:56,5.7,20.94,0.10,26.6,0.6,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:57,5.9,20.94,0.10,28.8,0.6,0,29.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:33:59,5.9,20.94,0.10,28.8,0.6,0,29.0,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:00,5.9,20.94,0.10,28.8,0.6,0,29.0,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:01,5.7,20.94,0.10,30.3,0.8,0,29.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:02,5.7,20.94,0.10,31.7,0.8,0,29.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:03,5.6,20.94,0.10,31.7,1.0,0,29.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:05,5.6,20.94,0.10,31.7,1.0,0,29.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:06,5.6,20.94,0.10,33.1,1.0,0,28.9,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:07,5.6,20.94,0.10,33.1,1.0,0,28.9,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:08,5.8,20.94,0.10,34.2,1.0,0,28.9,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:09,5.8,20.94,0.10,34.2,1.0,0,28.9,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:11,6.0,20.94,0.10,35.2,1.0,0,28.9,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:12,6.0,20.94,0.10,35.2,1.0,0,28.9,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:13,6.0,20.94,0.11,36.1,1.0,0,28.8,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:14,6.1,20.94,0.11,36.1,1.0,0,28.8,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:15,6.4,20.94,0.11,36.8,1.0,0,28.8,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:17,6.4,20.94,0.11,36.8,1.0,0,28.8,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:18,6.4,20.94,0.13,36.8,1.0,0,28.8,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:19,7.0,20.94,0.13,37.6,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:20,7.0,20.94,0.13,38.2,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:21,7.9,20.94,0.13,38.2,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:23,7.9,20.94,0.13,38.2,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:24,8.4,20.94,0.13,38.7,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:25,8.4,20.94,0.13,38.7,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:26,8.4,20.94,0.17,39.3,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:27,8.3,20.94,0.17,39.3,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:29,7.8,20.94,0.17,39.8,1.2,0,28.7,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:30,7.8,20.94,0.17,39.8,1.2,0,28.8,25.6,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:31,7.8,20.94,0.16,39.8,1.2,0,28.7,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:32,7.5,20.94,0.16,40.1,1.2,0,28.7,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:33,7.5,20.94,0.16,40.3,1.2,0,28.7,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:35,7.5,20.94,0.16,40.3,1.2,0,28.7,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:36,7.5,20.94,0.16,40.3,1.2,0,28.7,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:37,7.5,20.94,0.16,40.3,1.2,0,28.6,25.3,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:38,7.5,20.94,0.16,40.3,1.2,0,28.6,25.3,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:39,6.7,20.94,0.14,40.7,1.2,0,28.6,25.3,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:41,6.7,20.94,0.14,40.7,1.0,0,28.5,25.3,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:42,6.7,20.94,0.11,40.7,1.0,0,28.5,25.3,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:43,6.4,20.94,0.11,41.0,1.2,0,28.4,25.3,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:44,6.4,20.94,0.11,41.4,1.2,0,28.4,25.3,1.08,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:45,6.8,20.94,0.11,41.4,1.2,0,28.4,25.4,1.08,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:47,6.8,20.94,0.11,41.4,1.2,0,28.4,25.4,1.08,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:48,7.3,20.94,0.11,41.8,1.0,0,28.4,25.3,1.08,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:49,7.3,20.94,0.11,41.8,1.0,0,28.4,25.3,1.08,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:50,7.3,20.94,0.10,41.9,1.2,0,28.3,25.4,1.08,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:51,7.6,20.94,0.10,41.9,1.2,0,28.3,25.4,1.07,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:53,7.6,20.94,0.10,42.2,1.4,0,28.3,25.4,1.07,9.2,0.00,961.0,0.00,0,961.0
4/12/2015 14:34:55,7.6,20.94,0.09,42.4,1.2,0,28.3,25.4,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:56,6.9,20.94,0.09,42.4,1.2,0,28.3,25.4,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:57,6.1,20.94,0.09,42.6,1.2,0,28.3,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:34:59,6.1,20.94,0.09,42.6,1.2,0,28.3,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:00,6.1,20.94,0.09,42.6,1.2,0,28.3,25.4,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:01,5.3,20.94,0.09,42.6,1.0,0,28.2,25.5,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:02,5.3,20.94,0.06,42.8,1.0,0,28.2,25.5,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:03,4.7,20.94,0.06,42.8,1.0,0,28.2,25.5,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:05,4.7,20.94,0.06,42.8,1.0,0,28.2,25.5,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:06,4.3,20.94,0.06,42.9,1.0,0,28.2,25.5,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:07,4.3,20.94,0.06,42.9,1.0,0,28.2,25.5,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:08,4.3,20.94,0.06,43.1,0.8,0,28.1,25.5,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:09,4.1,20.94,0.06,43.1,0.8,0,28.1,25.5,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:11,3.9,20.94,0.06,43.1,0.8,0,28.1,25.5,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:12,3.9,20.94,0.06,43.1,0.8,0,28.1,25.6,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:13,3.9,20.94,0.06,43.1,0.8,0,28.1,25.6,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:14,4.2,20.94,0.06,43.3,0.8,0,28.1,25.6,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:15,4.2,20.94,0.06,43.4,0.8,0,28.1,25.6,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:17,4.5,20.94,0.06,43.4,1.0,0,28.1,25.6,1.05,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:18,4.5,20.94,0.06,43.4,1.0,0,28.1,25.6,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:19,5.2,20.94,0.06,43.2,1.0,0,28.1,25.6,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:20,5.2,20.94,0.07,43.2,1.0,0,28.1,25.6,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:21,6.4,20.94,0.07,43.1,1.2,0,28.1,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:23,6.4,20.94,0.07,43.1,1.2,0,28.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:24,7.6,20.94,0.07,43.3,1.2,0,28.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:25,7.6,20.94,0.07,43.3,1.4,0,28.0,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:26,7.6,20.94,0.11,43.4,1.4,0,28.0,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:27,8.7,20.94,0.11,43.4,1.4,0,28.0,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:29,9.7,20.94,0.11,43.4,1.4,0,28.0,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:30,9.7,20.94,0.11,43.4,1.4,0,28.1,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:31,9.7,20.94,0.12,43.4,1.6,0,28.1,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:32,10.2,20.94,0.12,43.4,1.6,0,28.0,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:33,10.2,20.94,0.12,43.4,1.6,0,28.0,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:35,9.9,20.94,0.12,43.6,1.6,0,28.1,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:36,9.9,20.94,0.12,43.6,1.6,0,28.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:37,8.9,20.94,0.12,43.7,1.6,0,28.1,25.7,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:38,8.9,20.94,0.10,43.7,1.6,0,28.1,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:39,8.0,20.94,0.10,43.6,1.4,0,28.0,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:41,8.0,20.94,0.10,43.6,1.4,0,28.0,25.7,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:42,7.3,20.94,0.10,43.5,1.4,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:43,7.3,20.94,0.10,43.5,1.2,0,28.1,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:44,7.3,20.94,0.08,43.6,1.0,0,28.1,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:45,6.6,20.94,0.08,43.6,1.0,0,28.1,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:47,6.6,20.94,0.08,43.7,1.0,0,28.1,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:48,6.3,20.94,0.08,43.7,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:49,6.3,20.94,0.08,43.7,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:50,6.0,20.94,0.07,43.8,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:51,6.0,20.94,0.07,43.8,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:53,6.0,20.94,0.07,43.7,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:54,6.0,20.94,0.07,43.7,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:55,6.0,20.94,0.08,43.7,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:56,6.0,20.94,0.07,43.7,1.0,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:57,6.2,20.94,0.07,43.8,0.8,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:35:59,6.2,20.94,0.07,43.8,0.8,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:00,6.2,20.94,0.07,43.6,0.8,0,28.0,25.8,1.07,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:01,5.9,20.94,0.07,43.6,0.8,0,28.0,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:02,5.9,20.94,0.07,43.5,1.0,0,28.0,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:03,5.6,20.94,0.07,43.5,1.0,0,28.0,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:05,5.6,20.94,0.07,43.5,1.0,0,28.0,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:06,5.6,20.94,0.07,43.7,1.0,0,27.9,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:07,5.6,20.94,0.07,43.7,1.0,0,27.9,25.8,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:08,5.4,20.94,0.07,43.4,0.8,0,27.9,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:09,5.4,20.94,0.07,43.4,0.8,0,27.9,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:11,5.4,20.94,0.07,43.3,1.0,0,27.9,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:13,5.4,20.94,0.07,43.3,1.0,0,27.9,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:14,5.4,20.94,0.07,43.3,1.0,0,27.9,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:15,5.4,20.94,0.07,43.2,1.0,0,27.9,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:17,5.4,20.94,0.07,43.2,1.0,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:18,5.4,20.94,0.07,43.2,1.0,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:19,5.4,20.94,0.07,43.0,1.2,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:20,5.4,20.94,0.08,42.8,1.2,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:21,5.3,20.94,0.08,42.8,1.2,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:23,5.3,20.94,0.08,42.8,1.2,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:24,5.3,20.94,0.08,42.8,1.0,0,27.9,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:25,5.3,20.94,0.08,42.8,1.0,0,27.9,25.8,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:26,5.3,20.94,0.08,42.6,0.8,0,27.9,25.8,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:27,5.4,20.94,0.07,42.6,0.8,0,27.9,25.8,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:29,5.3,20.94,0.07,42.1,1.0,0,27.9,25.8,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:30,5.3,20.94,0.07,42.1,1.0,0,27.9,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:31,5.3,20.94,0.07,42.1,1.0,0,27.9,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:32,5.2,20.94,0.07,42.1,1.0,0,27.9,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:33,5.0,20.94,0.07,41.7,1.0,0,27.9,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:35,5.0,20.94,0.07,41.7,0.8,0,27.8,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:36,5.0,20.94,0.07,41.7,0.8,0,27.8,25.8,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:37,5.2,20.94,0.07,41.3,0.8,0,27.8,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:38,5.2,20.94,0.07,41.0,0.8,0,27.8,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:39,5.3,20.94,0.07,41.0,0.8,0,27.8,25.9,1.07,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:41,5.3,20.94,0.07,41.0,0.8,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:42,5.4,20.94,0.07,40.9,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:43,5.4,20.94,0.07,40.9,1.0,0,27.9,25.9,1.05,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:44,5.4,20.94,0.07,40.5,1.0,0,27.9,25.9,1.05,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:45,5.4,20.94,0.07,40.5,1.0,0,27.9,25.9,1.05,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:47,5.3,20.94,0.07,40.3,1.0,0,27.9,25.9,1.05,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:36:48,5.3,20.94,0.07,40.3,1.0,0,27.8,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:49,5.3,20.94,0.07,40.3,0.8,0,27.8,25.8,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:50,5.3,20.94,0.07,39.9,0.8,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:51,5.3,20.94,0.07,39.7,0.8,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:53,5.3,20.94,0.07,39.7,0.8,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:54,5.3,20.94,0.07,39.7,0.8,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:55,5.2,20.94,0.07,39.5,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:56,5.2,20.94,0.07,39.1,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:57,5.3,20.94,0.07,39.1,1.2,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:36:59,5.3,20.94,0.07,39.1,1.2,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:00,5.3,20.94,0.07,38.7,1.2,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:01,5.3,20.94,0.07,38.7,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:02,5.3,20.94,0.07,38.3,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:03,5.1,20.94,0.07,38.3,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:05,5.3,20.94,0.07,38.1,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:06,5.3,20.94,0.07,38.1,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:07,5.3,20.94,0.07,38.1,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:08,5.4,20.94,0.07,37.7,1.0,0,27.8,25.9,1.06,9.2,0.00,960.0,0.00,0,960.0
4/12/2015 14:37:09,5.4,20.94,0.07,37.4,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:11,5.3,20.94,0.07,37.4,0.8,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:12,5.3,20.94,0.07,37.4,0.8,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:13,5.0,20.94,0.07,37.2,1.0,0,27.8,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:14,5.0,20.94,0.06,37.2,1.0,0,27.8,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:15,4.8,20.94,0.06,36.7,1.0,0,27.8,25.8,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:17,4.8,20.94,0.06,36.7,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:18,4.8,20.94,0.06,36.2,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:19,4.8,20.94,0.06,36.2,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:20,4.8,20.94,0.06,35.8,0.8,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:21,4.8,20.94,0.06,35.8,0.8,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:23,4.8,20.94,0.06,35.6,0.8,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:24,4.7,20.94,0.06,35.6,0.8,0,27.7,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:25,4.7,20.94,0.07,35.6,1.0,0,27.7,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:26,4.8,20.94,0.07,35.2,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:27,4.8,20.94,0.07,35.2,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:29,4.8,20.94,0.07,34.8,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
4/12/2015 14:37:30,4.8,20.94,0.07,34.8,1.0,0,27.8,25.9,1.06,9.2,0.00,960.1,0.00,0,960.1
